MotorPowerkW,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
68.14,197,60.1,323.2,1450.69
68.22,198,57.6,326.4,1451.3
68.31,198,60.8,329.6,1451.14
68.4,198,59.5,332.8,1450.92
68.5,198,60.0,336.0,1452.61
68.6,198,60.8,339.2,1447.11
68.71,198,58.2,342.4,1449.14
68.82,198,58.8,345.6,1449.34
68.93,199,59.5,348.8,1448.65
69.05,199,58.4,352.0,1449.54
69.17,199,59.5,355.2,1447.19
69.29,199,61.2,358.4,1452.68
69.41,199,57.3,361.6,1449.98
69.54,199,59.9,364.8,1450.59
69.66,200,57.0,368.0,1448.31
69.79,200,58.3,371.2,1450.47
69.92,200,58.0,374.4,1450.03
70.05,200,61.4,377.6,1451.77
70.17,200,61.6,380.8,1450.27
70.3,200,61.1,384.0,1448.26
70.43,201,61.7,387.2,1449.86
70.55,201,59.5,390.4,1450.63
70.68,201,59.5,393.6,1448.84
70.8,201,58.6,396.8,1451.45
70.92,201,62.6,400.0,1452.71
71.04,201,59.6,403.2,1448.81
71.15,202,57.6,406.4,1448.5
71.26,202,55.8,409.6,1449.71
71.37,202,60.7,412.8,1450.68
71.47,202,60.5,416.0,1450.82
71.57,202,60.9,419.2,1450.36
71.66,202,61.6,422.4,1449.29
71.75,202,61.9,425.6,1450.38
71.84,202,58.7,428.8,1447.88
71.92,203,60.0,432.0,1450.76
71.99,203,61.4,435.2,1450.15
72.06,203,60.6,438.4,1451.06
72.12,203,61.3,441.6,1451.1
72.18,203,58.2,444.8,1447.77
72.23,203,59.2,448.0,1451.53
72.28,203,60.4,451.2,1446.61
72.31,203,62.5,454.4,1451.2
72.34,203,61.8,457.6,1448.93
72.37,203,55.9,460.8,1452.02
72.39,203,60.9,464.0,1449.05
72.4,203,59.6,467.2,1447.92
72.4,203,59.1,470.4,1451.76
72.4,203,61.6,473.6,1452.3
72.39,203,59.3,476.8,1449.63
72.37,203,60.9,480.0,1450.19
72.35,203,58.2,483.2,1451.23
72.32,203,59.6,486.4,1448.99
72.28,203,61.6,489.6,1449.11
72.24,203,62.5,492.8,1450.24
72.19,203,57.5,496.0,1449.05
72.13,203,62.2,499.2,1449.21
72.07,203,59.7,502.4,1445.81
72.0,203,58.1,505.6,1449.51
71.93,203,58.5,508.8,1449.07
71.85,203,60.8,512.0,1449.12
71.76,202,59.7,515.2,1450.71
71.68,202,63.3,518.4,1452.19
71.58,202,58.8,521.6,1452.58
71.48,202,60.8,524.8,1450.04
71.38,202,58.4,528.0,1448.45
71.27,202,61.3,531.2,1448.1
71.16,202,60.2,534.4,1450.39
71.05,201,59.7,537.6,1448.83
70.93,201,61.2,540.8,1447.18
70.81,201,60.5,544.0,1450.19
70.69,201,61.9,547.2,1449.33
70.57,201,57.6,550.4,1450.2
70.44,201,60.2,553.6,1448.67
70.32,200,59.9,556.8,1449.95
70.19,200,56.6,560.0,1452.35
70.06,200,59.8,563.2,1450.9
69.93,200,58.9,566.4,1450.48
69.8,200,61.7,569.6,1448.4
69.68,200,59.9,572.8,1452.74
69.55,199,59.9,576.0,1449.2
69.43,199,62.1,579.2,1449.75
69.3,199,59.0,582.4,1451.47
69.18,199,60.5,585.6,1451.65
69.06,199,62.4,588.8,1452.79
68.94,199,58.8,592.0,1449.21
68.83,198,58.2,595.2,1450.97
68.72,198,57.9,598.4,1446.07
68.61,198,58.9,601.6,1450.88
68.51,198,61.7,604.8,1451.3
68.41,198,61.5,608.0,1449.37
68.32,198,60.7,611.2,1448.95
68.23,198,61.2,614.4,1447.12
68.15,197,59.3,617.6,1445.14
68.07,197,59.0,620.8,1450.74
67.99,197,63.1,624.0,1451.91
67.93,197,59.8,627.2,1450.13
67.87,197,58.7,630.4,1451.7
67.81,197,61.9,633.6,1453.18
67.76,197,60.0,636.8,1452.99
67.72,197,61.9,640.0,1451.09
67.68,197,59.3,643.2,1449.02
67.65,197,58.9,646.4,1451.68
67.63,197,61.0,649.6,1447.03
67.61,197,61.8,652.8,1451.8
67.6,197,60.4,656.0,1449.66
67.6,197,55.8,659.2,1454.45
67.6,197,63.3,662.4,1449.06
67.62,197,60.9,665.6,1450.1
67.63,197,57.4,668.8,1450.06
67.66,197,59.7,672.0,1448.19
67.69,197,61.0,675.2,1452.24
67.73,197,61.1,678.4,1450.06
67.77,197,59.2,681.6,1447.3
67.82,197,60.9,684.8,1451.63
67.88,197,58.4,688.0,1448.42
67.94,197,60.3,691.2,1449.06
68.01,197,60.2,694.4,1448.41
68.09,197,60.9,697.6,1446.29
68.17,198,62.0,700.8,1448.52
68.25,198,61.1,704.0,1450.14
68.34,198,60.7,707.2,1449.27
68.44,198,58.1,710.4,1449.54
68.53,198,60.5,713.6,1449.52
68.64,198,60.0,716.8,1450.76
68.75,198,62.4,720.0,1449.03
68.86,198,60.2,723.2,1450.47
68.97,199,61.8,726.4,1450.9
69.09,199,56.2,729.6,1450.61
69.21,199,59.3,732.8,1451.88
69.33,199,60.4,736.0,1450.76
69.45,199,60.3,739.2,1447.57
69.58,199,61.2,742.4,1449.72
69.71,200,60.0,745.6,1446.54
69.83,200,58.8,748.8,1448.8
69.96,200,60.4,752.0,1451.35
70.09,200,60.7,755.2,1449.44
70.22,200,58.5,758.4,1449.55
70.35,200,58.3,761.6,1450.17
70.47,201,59.1,764.8,1451.9
70.6,201,60.0,768.0,1450.0
70.72,201,60.7,771.2,1449.57
70.84,201,60.5,774.4,1449.77
70.96,201,59.5,777.6,1446.41
71.08,201,59.3,780.8,1448.4
71.19,202,60.5,784.0,1449.15
71.3,202,57.7,787.2,1449.3
71.4,202,61.7,790.4,1451.15
71.51,202,60.3,793.6,1449.33
71.6,202,62.0,796.8,1445.92
71.7,202,58.9,0.0,1453.5
71.79,202,56.8,3.2,1451.99
71.87,203,60.0,6.4,1449.52
71.95,203,60.2,9.6,1450.4
72.02,203,58.2,12.8,1449.33
72.08,203,61.2,16.0,1447.52
72.15,203,62.1,19.2,1449.16
72.2,203,59.5,22.4,1451.55
72.25,203,61.2,25.6,1450.02
72.29,203,62.5,28.8,1452.74
72.32,203,58.9,32.0,1449.07
72.35,203,60.0,35.2,1449.85
72.37,203,60.2,38.4,1448.78
72.39,203,60.4,41.6,1450.46
72.4,203,60.6,44.8,1454.07
72.4,203,57.9,48.0,1450.99
72.39,203,59.9,51.2,1451.35
72.38,203,61.8,54.4,1450.23
72.36,203,58.9,57.6,1447.14
72.34,203,60.5,60.8,1448.22
72.3,203,60.8,64.0,1449.92
72.27,203,59.2,67.2,1446.37
72.22,203,59.8,70.4,1450.36
72.17,203,59.5,73.6,1449.97
72.11,203,59.2,76.8,1449.23
72.05,203,59.3,80.0,1447.22
71.98,203,57.4,83.2,1448.93
71.9,203,58.2,86.4,1450.44
71.82,202,61.0,89.6,1449.7
71.73,202,57.7,92.8,1446.79
71.64,202,59.5,96.0,1451.48
71.55,202,59.3,99.2,1451.87
71.45,202,59.3,102.4,1452.65
71.34,202,60.2,105.6,1451.76
71.23,202,60.1,108.8,1450.51
71.12,202,58.2,112.0,1446.87
71.01,201,62.7,115.2,1447.27
70.89,201,59.2,118.4,1449.15
70.77,201,60.7,121.6,1446.58
70.65,201,59.5,124.8,1449.3
70.52,201,64.1,128.0,1447.62
70.4,201,60.6,131.2,1453.47
70.27,200,59.0,134.4,1449.76
70.14,200,63.3,137.6,1448.27
70.02,200,61.1,140.8,1451.54
69.89,200,59.6,144.0,1451.97
69.76,200,59.9,147.2,1444.8
69.63,200,58.0,150.4,1446.35
69.51,199,60.0,153.6,1448.12
69.38,199,59.9,156.8,1449.26
69.26,199,58.9,160.0,1451.36
69.14,199,60.7,163.2,1450.33
69.02,199,61.0,166.4,1451.7
68.9,199,61.6,169.6,1450.11
68.79,198,60.4,172.8,1450.19
68.68,198,57.9,176.0,1449.9
68.58,198,60.8,179.2,1445.76
68.48,198,58.1,182.4,1447.7
68.38,198,60.8,185.6,1448.34
68.29,198,64.3,188.8,1453.34
68.2,198,58.9,192.0,1451.79
68.12,197,60.3,195.2,1450.73
68.04,197,60.2,198.4,1449.68
67.97,197,60.8,201.6,1448.59
67.9,197,59.9,204.8,1447.72
67.84,197,59.1,208.0,1449.49
67.79,197,57.6,211.2,1450.96
67.74,197,57.1,214.4,1446.43
67.7,197,60.0,217.6,1448.62
67.67,197,59.2,220.8,1452.06
67.64,197,59.1,224.0,1448.66
67.62,197,59.6,227.2,1447.86
67.61,197,61.4,230.4,1446.56
67.6,197,61.4,233.6,1449.77
67.6,197,59.5,236.8,1448.66
67.61,197,60.4,240.0,1449.3
67.62,197,60.9,243.2,1446.64
67.64,197,58.9,246.4,1449.51
67.67,197,57.7,249.6,1453.54
67.7,197,59.9,252.8,1448.38
67.74,197,58.4,256.0,1450.89
67.79,197,60.2,259.2,1448.19
67.84,197,59.3,262.4,1452.31
67.9,197,57.5,265.6,1452.03
67.97,197,59.1,268.8,1450.19
68.04,197,59.6,272.0,1449.28
68.11,197,64.7,275.2,1449.97
68.19,198,58.4,278.4,1449.86
68.28,198,60.6,281.6,1450.39
68.37,198,59.7,284.8,1448.97
68.47,198,58.5,288.0,1447.54
68.57,198,59.5,291.2,1449.92
68.68,198,59.6,294.4,1449.68
68.78,198,61.7,297.6,1452.12
68.9,199,61.4,300.8,1451.18
69.01,199,59.8,304.0,1448.38
69.13,199,61.2,307.2,1448.19
69.25,199,61.3,310.4,1453.84
69.37,199,60.3,313.6,1450.7
69.5,199,58.7,316.8,1450.26
69.62,199,61.0,320.0,1448.1
69.75,200,61.3,323.2,1449.91
69.88,200,61.3,326.4,1450.25
70.01,200,58.3,329.6,1450.5
70.14,200,59.9,332.8,1452.76
70.26,200,61.4,336.0,1454.77
70.39,201,59.3,339.2,1447.13
70.52,201,60.4,342.4,1452.07
70.64,201,60.7,345.6,1449.88
70.76,201,60.2,348.8,1450.8
70.88,201,60.0,352.0,1449.96
71.0,201,58.7,355.2,1449.76
71.12,202,60.1,358.4,1453.02
71.23,202,58.0,361.6,1449.93
71.34,202,59.0,364.8,1451.03
71.44,202,60.5,368.0,1450.63
71.54,202,61.5,371.2,1445.76
71.64,202,61.2,374.4,1450.3
71.73,202,60.8,377.6,1444.97
71.82,202,58.8,380.8,1448.97
71.9,203,60.8,384.0,1447.92
71.97,203,59.6,387.2,1447.56
72.04,203,56.3,390.4,1450.75
72.11,203,57.8,393.6,1447.41
72.17,203,61.7,396.8,1447.5
72.22,203,60.8,400.0,1451.75
72.26,203,60.5,403.2,1452.03
72.3,203,61.8,406.4,1449.72
72.34,203,61.6,409.6,1452.81
72.36,203,60.7,412.8,1449.31
72.38,203,59.3,416.0,1450.67
72.39,203,57.9,419.2,1453.46
72.4,203,59.8,422.4,1448.1
72.4,203,57.5,425.6,1452.51
72.39,203,59.6,428.8,1450.34
72.38,203,61.9,432.0,1446.02
72.35,203,59.7,435.2,1449.95
72.33,203,60.9,438.4,1452.62
72.29,203,59.3,441.6,1451.27
72.25,203,62.6,444.8,1453.13
72.2,203,59.4,448.0,1450.89
72.15,203,63.6,451.2,1448.09
72.09,203,61.6,454.4,1447.66
72.02,203,60.3,457.6,1449.72
71.95,203,57.4,460.8,1448.85
71.87,203,62.1,464.0,1451.83
71.79,202,62.2,467.2,1451.67
71.7,202,60.1,470.4,1449.96
71.61,202,55.7,473.6,1450.54
71.51,202,59.4,476.8,1451.53
71.41,202,62.6,480.0,1450.56
71.31,202,59.6,483.2,1451.21
71.2,202,59.4,486.4,1450.24
71.08,201,60.9,489.6,1449.94
70.97,201,60.3,492.8,1451.53
70.85,201,58.5,496.0,1451.27
70.73,201,58.7,499.2,1448.24
70.6,201,58.4,502.4,1452.65
70.48,201,60.4,505.6,1450.33
70.35,200,61.4,508.8,1450.04
70.23,200,57.9,512.0,1450.56
70.1,200,60.0,515.2,1450.86
69.97,200,59.8,518.4,1450.36
69.84,200,59.6,521.6,1448.2
69.71,200,60.3,524.8,1449.85
69.59,199,62.2,528.0,1452.81
69.46,199,60.9,531.2,1450.24
69.34,199,58.8,534.4,1449.03
69.22,199,60.6,537.6,1450.9
69.1,199,60.6,540.8,1450.63
68.98,199,61.2,544.0,1451.56
68.86,198,57.6,547.2,1451.91
68.75,198,62.1,550.4,1450.59
68.64,198,62.4,553.6,1450.76
68.54,198,59.5,556.8,1449.13
68.44,198,57.7,560.0,1450.25
68.35,198,55.2,563.2,1452.99
68.26,198,60.4,566.4,1451.75
68.17,198,59.9,569.6,1451.21
68.09,197,60.7,572.8,1450.23
68.02,197,62.8,576.0,1451.71
67.95,197,61.2,579.2,1448.16
67.88,197,58.6,582.4,1450.55
67.83,197,59.5,585.6,1448.19
67.77,197,57.7,588.8,1449.65
67.73,197,61.4,592.0,1452.91
67.69,197,61.8,595.2,1451.54
67.66,197,60.2,598.4,1450.06
67.63,197,61.8,601.6,1449.69
67.62,197,58.3,604.8,1448.57
67.6,197,59.1,608.0,1449.69
67.6,197,59.8,611.2,1451.16
67.6,197,58.2,614.4,1450.01
67.61,197,60.5,617.6,1449.24
67.63,197,62.4,620.8,1445.3
67.65,197,61.4,624.0,1450.26
67.68,197,61.4,627.2,1452.57
67.72,197,59.7,630.4,1447.62
67.76,197,55.5,633.6,1447.4
67.81,197,59.5,636.8,1446.88
67.86,197,60.3,640.0,1450.72
67.92,197,59.4,643.2,1448.03
67.99,197,60.3,646.4,1448.39
68.06,197,59.6,649.6,1449.0
68.14,197,59.5,652.8,1450.58
68.22,198,57.8,656.0,1450.99
68.31,198,62.0,659.2,1450.88
68.41,198,58.4,662.4,1450.46
68.51,198,60.3,665.6,1447.77
68.61,198,60.1,668.8,1449.82
68.71,198,58.9,672.0,1449.41
68.82,198,59.9,675.2,1450.42
68.94,199,60.0,678.4,1449.77
69.05,199,60.5,681.6,1450.5
69.17,199,59.6,684.8,1451.36
69.29,199,61.0,688.0,1451.85
69.42,199,59.3,691.2,1451.12
69.54,199,61.4,694.4,1450.08
69.67,200,59.0,697.6,1450.52
69.8,200,58.6,700.8,1451.44
69.92,200,59.5,704.0,1449.38
70.05,200,60.2,707.2,1450.7
70.18,200,59.6,710.4,1448.81
70.31,200,58.1,713.6,1451.1
70.43,201,59.2,716.8,1452.33
70.56,201,58.7,720.0,1448.9
70.68,201,61.3,723.2,1449.5
70.81,201,58.3,726.4,1448.57
70.93,201,60.5,729.6,1449.66
71.04,201,60.5,732.8,1454.96
71.16,202,62.3,736.0,1450.41
71.27,202,61.5,739.2,1449.07
71.37,202,61.3,742.4,1451.98
71.48,202,59.3,745.6,1450.67
71.58,202,57.4,748.8,1450.19
71.67,202,58.3,752.0,1449.74
71.76,202,60.2,755.2,1451.36
71.84,202,57.7,758.4,1450.72
71.92,203,58.7,761.6,1451.43
72.0,203,60.1,764.8,1451.0
72.07,203,60.4,768.0,1450.47
72.13,203,58.1,771.2,1449.17
72.18,203,59.6,774.4,1450.55
72.23,203,60.1,777.6,1454.0
72.28,203,61.0,780.8,1450.23
72.31,203,60.6,784.0,1448.26
72.35,203,62.1,787.2,1453.19
72.37,203,60.7,790.4,1450.25
72.39,203,61.1,793.6,1448.77
72.4,203,59.9,796.8,1451.12
72.4,203,58.3,0.0,1450.77
72.4,203,58.3,3.2,1449.83
72.39,203,61.3,6.4,1450.81
72.37,203,59.0,9.6,1446.11
72.35,203,58.1,12.8,1449.71
72.31,203,59.9,16.0,1449.1
72.28,203,58.4,19.2,1450.73
72.23,203,58.9,22.4,1450.05
72.18,203,58.0,25.6,1449.74
72.13,203,60.9,28.8,1449.82
72.07,203,61.1,32.0,1450.86
72.0,203,61.2,35.2,1450.89
71.92,203,61.6,38.4,1450.97
71.84,202,59.2,41.6,1449.63
71.76,202,59.7,44.8,1452.96
71.67,202,59.3,48.0,1450.55
71.58,202,60.3,51.2,1449.2
71.48,202,61.4,54.4,1449.99
71.37,202,60.4,57.6,1450.74
71.27,202,58.6,60.8,1449.64
71.16,202,59.6,64.0,1450.59
71.04,201,58.8,67.2,1451.56
70.93,201,62.3,70.4,1448.26
70.81,201,58.4,73.6,1451.59
70.68,201,58.6,76.8,1451.75
70.56,201,59.1,80.0,1446.15
70.43,201,58.6,83.2,1450.5
70.31,200,60.5,86.4,1449.52
70.18,200,59.6,89.6,1451.59
70.05,200,61.9,92.8,1449.41
69.92,200,62.2,96.0,1451.52
69.8,200,60.9,99.2,1449.77
69.67,200,58.7,102.4,1448.52
69.54,199,58.3,105.6,1449.76
69.42,199,60.8,108.8,1448.63
69.29,199,59.8,112.0,1451.0
69.17,199,61.3,115.2,1449.33
69.05,199,59.8,118.4,1451.54
68.94,199,59.4,121.6,1450.65
68.82,198,60.9,124.8,1449.68
68.71,198,59.3,128.0,1454.11
68.61,198,58.4,131.2,1450.38
68.51,198,61.7,134.4,1448.08
68.41,198,58.7,137.6,1451.78
68.31,198,58.8,140.8,1451.25
68.22,198,61.9,144.0,1448.3
68.14,197,61.8,147.2,1449.15
68.06,197,61.3,150.4,1447.99
67.99,197,59.6,153.6,1449.89
67.92,197,58.4,156.8,1453.39
67.86,197,60.6,160.0,1451.61
67.81,197,61.5,163.2,1450.82
67.76,197,61.2,166.4,1444.85
67.72,197,62.4,169.6,1448.63
67.68,197,64.0,172.8,1451.63
67.65,197,60.3,176.0,1450.59
67.63,197,58.5,179.2,1450.21
67.61,197,61.0,182.4,1454.66
67.6,197,61.4,185.6,1450.39
67.6,197,57.9,188.8,1450.89
67.6,197,59.9,192.0,1446.41
67.62,197,60.5,195.2,1448.85
67.63,197,61.4,198.4,1451.64
67.66,197,57.2,201.6,1449.97
67.69,197,59.1,204.8,1448.02
67.73,197,60.8,208.0,1448.49
67.77,197,58.6,211.2,1448.42
67.83,197,58.4,214.4,1447.45
67.88,197,58.2,217.6,1447.84
67.95,197,60.8,220.8,1452.48
68.02,197,60.8,224.0,1449.56
68.09,197,60.7,227.2,1448.16
68.17,198,59.4,230.4,1453.75
68.26,198,61.2,233.6,1452.36
68.35,198,60.7,236.8,1450.9
68.44,198,59.8,240.0,1448.27
68.54,198,60.6,243.2,1450.16
68.64,198,60.4,246.4,1447.13
68.75,198,60.6,249.6,1450.73
68.86,198,60.2,252.8,1448.79
68.98,199,59.3,256.0,1451.34
69.1,199,59.3,259.2,1450.75
69.22,199,60.4,262.4,1447.84
69.34,199,58.8,265.6,1447.44
69.46,199,60.3,268.8,1451.42
69.59,199,59.5,272.0,1452.82
69.71,200,60.6,275.2,1449.37
69.84,200,56.3,278.4,1450.65
69.97,200,57.8,281.6,1451.18
70.1,200,60.7,284.8,1448.88
70.23,200,61.2,288.0,1451.02
70.35,200,61.1,291.2,1449.04
70.48,201,60.1,294.4,1450.43
70.6,201,60.7,297.6,1452.59
70.73,201,57.6,300.8,1448.77
70.85,201,62.0,304.0,1451.91
70.97,201,60.7,307.2,1448.66
71.08,201,60.5,310.4,1450.25
71.2,202,59.2,313.6,1449.09
71.31,202,61.4,316.8,1446.6
71.41,202,61.0,320.0,1450.74
71.51,202,60.8,323.2,1448.04
71.61,202,58.8,326.4,1450.09
71.7,202,62.3,329.6,1449.38
71.79,202,60.3,332.8,1449.04
71.87,203,62.0,336.0,1448.72
71.95,203,60.4,339.2,1450.88
72.02,203,60.5,342.4,1450.34
72.09,203,58.7,345.6,1449.99
72.15,203,62.0,348.8,1453.9
72.2,203,62.0,352.0,1450.89
72.25,203,59.3,355.2,1447.4
72.29,203,60.2,358.4,1445.97
72.33,203,59.6,361.6,1447.55
72.35,203,60.9,364.8,1449.44
72.38,203,61.1,368.0,1450.26
72.39,203,59.2,371.2,1451.2
72.4,203,57.9,374.4,1451.32
72.4,203,60.1,377.6,1449.84
72.39,203,60.6,380.8,1450.62
72.38,203,58.8,384.0,1452.1
72.36,203,60.2,387.2,1449.8
72.34,203,58.3,390.4,1451.4
72.3,203,57.7,393.6,1452.59
72.26,203,61.8,396.8,1450.14
72.22,203,59.4,400.0,1447.94
72.17,203,60.7,403.2,1453.41
72.11,203,60.6,406.4,1450.93
72.04,203,60.9,409.6,1452.61
71.97,203,61.3,412.8,1450.82
71.9,203,61.7,416.0,1451.98
71.82,202,59.6,419.2,1448.26
71.73,202,61.8,422.4,1447.91
71.64,202,59.1,425.6,1454.29
71.54,202,60.1,428.8,1450.22
71.44,202,59.7,432.0,1449.68
71.34,202,60.3,435.2,1448.96
71.23,202,59.9,438.4,1449.48
71.12,202,57.3,441.6,1452.54
71.0,201,60.0,444.8,1448.54
70.88,201,59.7,448.0,1451.7
70.76,201,58.8,451.2,1452.71
70.64,201,59.3,454.4,1450.33
70.52,201,61.0,457.6,1452.2
70.39,201,60.8,460.8,1452.35
70.26,200,61.4,464.0,1450.84
70.14,200,62.3,467.2,1449.02
70.01,200,62.7,470.4,1450.84
69.88,200,60.0,473.6,1450.45
69.75,200,59.5,476.8,1447.42
69.62,199,61.2,480.0,1451.8
69.5,199,59.7,483.2,1448.5
69.37,199,60.1,486.4,1448.07
69.25,199,61.1,489.6,1449.74
69.13,199,59.9,492.8,1450.26
69.01,199,60.9,496.0,1451.9
68.9,199,59.6,499.2,1445.75
68.78,198,57.8,502.4,1449.84
68.68,198,60.6,505.6,1447.01
68.57,198,62.0,508.8,1449.7
68.47,198,61.7,512.0,1451.73
68.37,198,58.2,515.2,1450.67
68.28,198,59.9,518.4,1450.09
68.19,198,62.5,521.6,1446.78
68.11,197,61.9,524.8,1453.54
68.04,197,56.5,528.0,1450.52
67.97,197,59.5,531.2,1452.71
67.9,197,61.1,534.4,1452.5
67.84,197,58.8,537.6,1449.91
67.79,197,58.9,540.8,1447.83
67.74,197,59.8,544.0,1450.02
67.7,197,61.2,547.2,1450.46
67.67,197,61.2,550.4,1449.42
67.64,197,60.6,553.6,1447.92
67.62,197,58.3,556.8,1448.43
67.61,197,60.3,560.0,1453.2
67.6,197,61.7,563.2,1449.1
67.6,197,59.1,566.4,1453.36
67.61,197,60.5,569.6,1446.5
67.62,197,60.9,572.8,1448.03
67.64,197,58.6,576.0,1452.8
67.67,197,59.7,579.2,1451.29
67.7,197,60.2,582.4,1448.53
67.74,197,59.4,585.6,1450.62
67.79,197,61.4,588.8,1451.67
67.84,197,62.6,592.0,1451.39
67.9,197,59.0,595.2,1450.41
67.97,197,61.1,598.4,1448.13
68.04,197,60.8,601.6,1451.35
68.12,197,60.4,604.8,1450.19
68.2,198,60.6,608.0,1448.85
68.29,198,59.7,611.2,1450.21
68.38,198,60.1,614.4,1450.08
68.48,198,58.2,617.6,1447.7
68.58,198,59.3,620.8,1447.61
68.68,198,61.9,624.0,1451.43
68.79,198,58.0,627.2,1451.78
68.9,199,57.6,630.4,1449.97
69.02,199,62.9,633.6,1448.68
69.14,199,61.8,636.8,1451.45
69.26,199,61.6,640.0,1450.73
69.38,199,61.4,643.2,1447.29
69.51,199,64.0,646.4,1449.48
69.63,200,62.0,649.6,1453.54
69.76,200,57.2,652.8,1448.66
69.89,200,61.3,656.0,1450.08
70.02,200,60.3,659.2,1453.07
70.14,200,61.2,662.4,1446.61
70.27,200,59.2,665.6,1449.23
70.4,201,63.6,668.8,1449.49
70.52,201,62.6,672.0,1450.91
70.65,201,61.8,675.2,1447.82
70.77,201,58.4,678.4,1448.48
70.89,201,60.0,681.6,1449.88
71.01,201,61.4,684.8,1449.13
71.12,202,60.7,688.0,1450.15
71.23,202,62.9,691.2,1450.03
71.34,202,58.7,694.4,1451.05
71.45,202,58.8,697.6,1447.54
71.55,202,61.8,700.8,1450.33
71.64,202,60.3,704.0,1448.37
71.73,202,60.0,707.2,1450.77
71.82,202,60.5,710.4,1450.62
71.9,203,59.8,713.6,1448.44
71.98,203,59.6,716.8,1452.08
72.05,203,58.3,720.0,1450.66
72.11,203,58.3,723.2,1452.03
72.17,203,59.6,726.4,1447.49
72.22,203,61.0,729.6,1447.39
72.27,203,59.0,732.8,1450.48
72.3,203,62.0,736.0,1453.15
72.34,203,60.6,739.2,1453.49
