MotorPowerkW,MotorSpeed,PumpRate,TimePumpOn,CasingFriction
69.41,199,59.2,361.6,1451.17
69.54,199,57.9,364.8,1450.65
69.66,200,61.5,368.0,1449.63
69.79,200,62.3,371.2,1450.18
69.92,200,57.1,374.4,1448.1
70.05,200,59.0,377.6,1452.02
70.17,200,59.8,380.8,1450.5
70.3,200,62.0,384.0,1452.2
70.43,201,59.6,387.2,1447.8
70.55,201,61.2,390.4,1450.59
70.68,201,62.8,393.6,1447.7
70.8,201,56.2,396.8,1451.23
70.92,201,59.6,400.0,1451.5
71.04,201,57.9,403.2,1451.25
71.15,202,61.3,406.4,1447.28
71.26,202,61.3,409.6,1450.01
71.37,202,59.2,412.8,1451.35
71.47,202,61.8,416.0,1450.27
71.57,202,58.2,419.2,1451.29
71.66,202,59.1,422.4,1446.43
71.75,202,58.0,425.6,1451.76
71.84,202,61.2,428.8,1451.53
71.92,203,60.1,432.0,1450.85
71.99,203,61.2,435.2,1451.61
72.06,203,60.3,438.4,1448.65
72.12,203,59.3,441.6,1448.25
72.18,203,59.6,444.8,1451.08
72.23,203,58.0,448.0,1449.53
72.28,203,58.8,451.2,1448.33
72.31,203,58.5,454.4,1451.95
72.34,203,58.8,457.6,1446.98
72.37,203,59.9,460.8,1452.61
72.39,203,60.6,464.0,1446.63
72.4,203,59.7,467.2,1448.71
72.4,203,59.1,470.4,1450.61
72.4,203,60.8,473.6,1452.96
72.39,203,62.1,476.8,1450.69
72.37,203,60.9,480.0,1451.63
72.35,203,59.1,483.2,1448.91
72.32,203,58.8,486.4,1448.75
72.28,203,58.8,489.6,1452.03
72.24,203,61.3,492.8,1449.15
72.19,203,62.4,496.0,1449.15
72.13,203,57.9,499.2,1450.17
72.07,203,60.4,502.4,1448.86
72.0,203,58.6,505.6,1449.62
71.93,203,57.9,508.8,1446.71
71.85,203,61.3,512.0,1450.34
71.76,202,59.1,515.2,1451.96
71.68,202,59.7,518.4,1449.08
71.58,202,59.5,521.6,1450.37
71.48,202,58.6,524.8,1449.67
71.38,202,61.2,528.0,1449.78
71.27,202,60.8,531.2,1447.38
71.16,202,59.9,534.4,1451.38
71.05,201,58.9,537.6,1446.64
70.93,201,58.6,540.8,1451.71
70.81,201,58.4,544.0,1449.89
70.69,201,58.1,547.2,1450.49
70.57,201,59.8,550.4,1451.26
70.44,201,59.3,553.6,1449.89
70.32,200,61.1,556.8,1452.56
70.19,200,61.9,560.0,1446.81
70.06,200,62.0,563.2,1448.91
69.93,200,58.4,566.4,1448.86
69.8,200,57.2,569.6,1449.31
69.68,200,59.8,572.8,1450.64
69.55,199,60.9,576.0,1450.07
69.43,199,58.0,579.2,1452.53
69.3,199,58.0,582.4,1448.37
69.18,199,58.2,585.6,1452.36
69.06,199,59.1,588.8,1448.07
68.94,199,61.0,592.0,1450.15
68.83,198,60.0,595.2,1446.83
68.72,198,60.3,598.4,1450.49
68.61,198,59.4,601.6,1449.4
68.51,198,60.2,604.8,1451.25
68.41,198,61.2,608.0,1449.58
68.32,198,60.0,611.2,1448.27
68.23,198,58.8,614.4,1448.72
68.15,197,64.1,617.6,1448.85
68.07,197,61.7,620.8,1451.33
67.99,197,60.3,624.0,1449.51
67.93,197,59.5,627.2,1451.41
67.87,197,57.8,630.4,1450.93
67.81,197,58.0,633.6,1450.64
67.76,197,58.2,636.8,1447.85
67.72,197,60.3,640.0,1451.34
67.68,197,59.2,643.2,1449.11
67.65,197,60.2,646.4,1448.97
67.63,197,60.8,649.6,1450.68
67.61,197,61.1,652.8,1450.17
67.6,197,61.1,656.0,1449.54
67.6,197,60.4,659.2,1450.03
67.6,197,61.1,662.4,1450.27
67.62,197,58.7,665.6,1453.24
67.63,197,61.1,668.8,1449.56
67.66,197,60.2,672.0,1447.52
67.69,197,60.0,675.2,1451.42
67.73,197,61.6,678.4,1452.74
67.77,197,59.6,681.6,1449.87
67.82,197,61.1,684.8,1451.97
67.88,197,60.1,688.0,1449.5
67.94,197,63.3,691.2,1448.31
68.01,197,60.4,694.4,1453.19
68.09,197,61.0,697.6,1448.68
68.17,198,60.6,700.8,1450.62
68.25,198,60.6,704.0,1450.99
68.34,198,58.5,707.2,1449.42
68.44,198,59.9,710.4,1449.72
68.53,198,59.8,713.6,1448.67
68.64,198,60.3,716.8,1448.78
68.75,198,59.6,720.0,1451.32
68.86,198,58.4,723.2,1449.12
68.97,199,59.5,726.4,1449.02
69.09,199,59.7,729.6,1451.89
69.21,199,58.7,732.8,1450.12
69.33,199,58.9,736.0,1452.36
69.45,199,57.6,739.2,1449.01
69.58,199,57.8,742.4,1448.47
69.71,200,58.7,745.6,1447.46
69.83,200,59.0,748.8,1451.87
69.96,200,60.1,752.0,1448.32
70.09,200,61.1,755.2,1452.03
70.22,200,57.2,758.4,1450.42
70.35,200,58.8,761.6,1447.79
70.47,201,59.9,764.8,1445.95
70.6,201,61.8,768.0,1449.99
70.72,201,57.3,771.2,1445.06
70.84,201,58.9,774.4,1449.68
70.96,201,61.4,777.6,1450.73
71.08,201,57.3,780.8,1449.41
71.19,202,60.1,784.0,1451.83
71.3,202,59.8,787.2,1446.9
71.4,202,58.9,790.4,1451.7
71.51,202,58.3,793.6,1448.04
71.6,202,59.9,796.8,1451.15
71.7,202,60.6,0.0,1449.55
71.79,202,58.4,3.2,1449.23
71.87,203,56.6,6.4,1451.54
71.95,203,59.3,9.6,1448.53
72.02,203,62.1,12.8,1453.31
72.08,203,61.7,16.0,1449.51
72.15,203,60.0,19.2,1452.01
72.2,203,58.9,22.4,1445.99
72.25,203,61.1,25.6,1449.06
72.29,203,59.3,28.8,1451.5
72.32,203,59.4,32.0,1451.01
72.35,203,57.1,35.2,1450.21
72.37,203,58.8,38.4,1448.32
72.39,203,59.3,41.6,1449.89
72.4,203,58.5,44.8,1448.51
72.4,203,56.3,48.0,1448.68
72.39,203,61.0,51.2,1449.28
72.38,203,59.2,54.4,1452.76
72.36,203,61.7,57.6,1449.2
72.34,203,62.5,60.8,1452.14
72.3,203,58.2,64.0,1449.71
72.27,203,60.3,67.2,1446.83
72.22,203,59.6,70.4,1448.9
72.17,203,58.6,73.6,1450.62
72.11,203,59.8,76.8,1451.73
72.05,203,58.9,80.0,1451.15
71.98,203,63.0,83.2,1449.69
71.9,203,58.8,86.4,1452.49
71.82,202,60.7,89.6,1450.14
71.73,202,60.2,92.8,1447.09
71.64,202,59.4,96.0,1451.39
71.55,202,62.6,99.2,1452.05
71.45,202,62.1,102.4,1450.95
71.34,202,61.5,105.6,1449.1
71.23,202,59.0,108.8,1451.16
71.12,202,58.7,112.0,1447.79
71.01,201,60.6,115.2,1448.87
70.89,201,58.7,118.4,1451.13
70.77,201,60.8,121.6,1450.73
70.65,201,62.0,124.8,1451.01
70.52,201,59.5,128.0,1449.77
70.4,201,61.9,131.2,1450.8
70.27,200,62.9,134.4,1450.07
70.14,200,60.3,137.6,1450.86
70.02,200,58.5,140.8,1449.96
69.89,200,60.7,144.0,1450.44
69.76,200,60.2,147.2,1449.41
69.63,200,62.7,150.4,1450.44
69.51,199,59.9,153.6,1448.95
69.38,199,63.1,156.8,1447.08
69.26,199,61.3,160.0,1453.04
69.14,199,59.3,163.2,1452.66
69.02,199,60.0,166.4,1449.35
68.9,199,60.9,169.6,1448.2
68.79,198,61.4,172.8,1452.55
68.68,198,61.8,176.0,1449.71
68.58,198,61.6,179.2,1449.37
68.48,198,59.5,182.4,1447.26
68.38,198,61.4,185.6,1449.19
68.29,198,61.8,188.8,1449.73
68.2,198,56.9,192.0,1451.24
68.12,197,59.3,195.2,1450.22
68.04,197,58.9,198.4,1450.51
67.97,197,62.0,201.6,1451.52
67.9,197,60.9,204.8,1450.18
67.84,197,58.8,208.0,1446.06
67.79,197,60.4,211.2,1449.23
67.74,197,59.9,214.4,1449.29
67.7,197,61.2,217.6,1448.46
67.67,197,58.5,220.8,1445.84
67.64,197,59.3,224.0,1446.95
67.62,197,57.1,227.2,1450.54
67.61,197,58.3,230.4,1451.86
67.6,197,60.3,233.6,1451.19
67.6,197,59.8,236.8,1451.23
67.61,197,61.2,240.0,1451.24
67.62,197,60.2,243.2,1452.93
67.64,197,59.9,246.4,1452.66
67.67,197,59.5,249.6,1449.85
67.7,197,60.4,252.8,1449.66
67.74,197,61.4,256.0,1450.53
67.79,197,59.5,259.2,1451.02
67.84,197,58.7,262.4,1450.01
67.9,197,59.3,265.6,1449.8
67.97,197,60.1,268.8,1449.56
68.04,197,61.1,272.0,1448.72
68.11,197,58.9,275.2,1450.32
68.19,198,58.5,278.4,1452.81
68.28,198,60.0,281.6,1451.1
68.37,198,61.0,284.8,1447.67
68.47,198,59.9,288.0,1448.85
68.57,198,61.0,291.2,1452.37
68.68,198,60.6,294.4,1451.86
68.78,198,58.8,297.6,1450.2
68.9,199,61.9,300.8,1452.31
69.01,199,61.3,304.0,1451.96
69.13,199,60.7,307.2,1452.18
69.25,199,60.2,310.4,1448.52
69.37,199,60.3,313.6,1447.05
69.5,199,59.8,316.8,1451.08
69.62,199,59.7,320.0,1449.09
69.75,200,60.6,323.2,1449.89
69.88,200,59.8,326.4,1451.39
70.01,200,63.0,329.6,1447.63
70.14,200,60.1,332.8,1446.43
70.26,200,59.8,336.0,1449.17
70.39,201,57.3,339.2,1449.65
70.52,201,61.6,342.4,1448.73
70.64,201,61.3,345.6,1450.03
70.76,201,59.5,348.8,1451.57
70.88,201,59.8,352.0,1448.02
71.0,201,60.1,355.2,1452.14
71.12,202,64.5,358.4,1448.02
71.23,202,59.3,361.6,1448.53
71.34,202,59.0,364.8,1447.32
71.44,202,59.4,368.0,1448.48
71.54,202,60.8,371.2,1447.22
71.64,202,59.2,374.4,1450.33
71.73,202,58.4,377.6,1449.26
71.82,202,59.9,380.8,1449.22
71.9,203,59.0,384.0,1449.33
71.97,203,61.4,387.2,1450.83
72.04,203,61.4,390.4,1449.11
72.11,203,55.4,393.6,1453.27
72.17,203,61.2,396.8,1450.83
72.22,203,59.1,400.0,1452.47
72.26,203,60.0,403.2,1448.36
72.3,203,60.5,406.4,1449.42
72.34,203,60.2,409.6,1448.59
72.36,203,55.8,412.8,1449.53
72.38,203,62.1,416.0,1448.73
72.39,203,58.1,419.2,1453.38
72.4,203,62.4,422.4,1450.7
72.4,203,59.2,425.6,1452.35
72.39,203,57.5,428.8,1449.46
72.38,203,57.8,432.0,1452.05
72.35,203,60.4,435.2,1451.84
72.33,203,61.6,438.4,1449.25
72.29,203,58.8,441.6,1449.18
72.25,203,59.9,444.8,1450.52
72.2,203,58.3,448.0,1450.8
72.15,203,61.4,451.2,1448.3
72.09,203,58.6,454.4,1446.98
72.02,203,59.9,457.6,1449.68
71.95,203,58.6,460.8,1449.47
71.87,203,63.6,464.0,1447.7
71.79,202,57.7,467.2,1452.62
71.7,202,61.9,470.4,1449.73
71.61,202,62.0,473.6,1454.39
71.51,202,60.4,476.8,1450.18
71.41,202,60.3,480.0,1450.89
71.31,202,61.4,483.2,1452.09
71.2,202,62.1,486.4,1446.52
71.08,201,60.8,489.6,1450.84
70.97,201,58.2,492.8,1450.75
70.85,201,59.6,496.0,1448.13
70.73,201,59.4,499.2,1449.23
70.6,201,58.1,502.4,1451.27
70.48,201,61.4,505.6,1449.32
70.35,200,61.2,508.8,1449.58
70.23,200,61.4,512.0,1447.3
70.1,200,59.7,515.2,1448.5
69.97,200,60.9,518.4,1448.52
69.84,200,57.8,521.6,1450.72
69.71,200,58.7,524.8,1449.06
69.59,199,62.6,528.0,1449.22
69.46,199,60.1,531.2,1449.97
69.34,199,61.9,534.4,1449.71
69.22,199,58.1,537.6,1450.53
69.1,199,57.9,540.8,1452.02
68.98,199,60.4,544.0,1451.83
68.86,198,61.3,547.2,1450.84
68.75,198,59.7,550.4,1450.14
68.64,198,61.8,553.6,1450.86
68.54,198,60.3,556.8,1448.93
68.44,198,58.1,560.0,1449.11
68.35,198,59.5,563.2,1451.19
68.26,198,59.9,566.4,1449.1
68.17,198,61.3,569.6,1448.7
68.09,197,60.8,572.8,1447.65
68.02,197,58.7,576.0,1450.42
67.95,197,59.9,579.2,1451.13
67.88,197,60.3,582.4,1449.6
67.83,197,61.2,585.6,1449.76
67.77,197,59.6,588.8,1453.23
67.73,197,60.7,592.0,1448.2
67.69,197,61.3,595.2,1448.61
67.66,197,61.5,598.4,1452.18
67.63,197,60.2,601.6,1449.27
67.62,197,60.4,604.8,1450.12
67.6,197,59.6,608.0,1449.47
67.6,197,58.5,611.2,1450.12
67.6,197,60.3,614.4,1446.9
67.61,197,58.6,617.6,1454.29
67.63,197,59.8,620.8,1447.3
67.65,197,62.4,624.0,1449.75
67.68,197,61.2,627.2,1449.09
67.72,197,56.0,630.4,1452.87
67.76,197,59.1,633.6,1446.39
67.81,197,57.6,636.8,1450.73
67.86,197,60.6,640.0,1449.28
67.92,197,60.1,643.2,1448.77
67.99,197,62.6,646.4,1448.97
68.06,197,61.8,649.6,1449.03
68.14,197,62.9,652.8,1450.73
68.22,198,59.9,656.0,1449.38
68.31,198,60.3,659.2,1449.41
68.41,198,61.4,662.4,1448.5
68.51,198,58.6,665.6,1448.34
68.61,198,62.6,668.8,1451.1
68.71,198,63.1,672.0,1448.95
68.82,198,57.1,675.2,1448.25
68.94,199,60.3,678.4,1451.23
69.05,199,59.1,681.6,1449.87
69.17,199,58.4,684.8,1452.59
69.29,199,61.0,688.0,1452.69
69.42,199,61.1,691.2,1452.05
69.54,199,60.6,694.4,1450.8
69.67,200,58.0,697.6,1450.53
69.8,200,56.6,700.8,1450.26
69.92,200,60.2,704.0,1450.99
70.05,200,61.3,707.2,1450.04
70.18,200,58.4,710.4,1447.89
70.31,200,60.8,713.6,1451.23
70.43,201,61.6,716.8,1453.37
70.56,201,61.8,720.0,1448.47
70.68,201,59.6,723.2,1450.99
70.81,201,63.9,726.4,1451.46
70.93,201,60.9,729.6,1447.73
71.04,201,60.6,732.8,1448.59
71.16,202,59.5,736.0,1450.21
71.27,202,59.1,739.2,1451.92
71.37,202,59.5,742.4,1448.26
71.48,202,58.6,745.6,1451.76
71.58,202,63.1,748.8,1452.57
71.67,202,57.3,752.0,1448.32
71.76,202,58.9,755.2,1448.85
71.84,202,60.1,758.4,1451.2
71.92,203,60.9,761.6,1449.64
72.0,203,61.4,764.8,1446.76
72.07,203,61.3,768.0,1448.57
72.13,203,61.0,771.2,1451.09
72.18,203,61.4,774.4,1452.91
72.23,203,61.6,777.6,1453.06
72.28,203,59.1,780.8,1451.65
72.31,203,57.7,784.0,1449.91
72.35,203,59.9,787.2,1449.61
72.37,203,59.9,790.4,1449.74
72.39,203,64.0,793.6,1448.62
72.4,203,61.1,796.8,1448.35
72.4,203,62.9,0.0,1448.42
72.4,203,60.2,3.2,1448.97
72.39,203,57.9,6.4,1448.12
72.37,203,58.8,9.6,1452.77
72.35,203,60.4,12.8,1449.21
72.31,203,61.8,16.0,1445.86
72.28,203,60.8,19.2,1449.38
72.23,203,60.9,22.4,1451.21
72.18,203,58.0,25.6,1448.66
72.13,203,60.1,28.8,1451.65
72.07,203,58.6,32.0,1449.37
72.0,203,61.8,35.2,1448.9
71.92,203,59.7,38.4,1448.49
71.84,202,59.2,41.6,1448.86
71.76,202,59.7,44.8,1451.43
71.67,202,59.6,48.0,1450.18
71.58,202,58.3,51.2,1448.02
71.48,202,60.6,54.4,1451.37
71.37,202,60.3,57.6,1446.27
71.27,202,59.1,60.8,1449.79
71.16,202,59.3,64.0,1451.66
71.04,201,59.5,67.2,1445.24
70.93,201,60.6,70.4,1449.17
70.81,201,61.5,73.6,1449.99
70.68,201,59.9,76.8,1450.08
70.56,201,59.1,80.0,1449.27
70.43,201,58.7,83.2,1448.8
70.31,200,60.9,86.4,1449.09
70.18,200,59.7,89.6,1449.6
70.05,200,59.9,92.8,1454.45
69.92,200,60.9,96.0,1447.93
69.8,200,59.5,99.2,1448.59
69.67,200,61.7,102.4,1449.08
69.54,199,61.6,105.6,1449.65
69.42,199,58.7,108.8,1450.24
69.29,199,62.5,112.0,1453.41
69.17,199,63.5,115.2,1450.75
69.05,199,58.3,118.4,1446.53
68.94,199,62.7,121.6,1450.09
68.82,198,61.3,124.8,1452.82
68.71,198,61.7,128.0,1448.28
68.61,198,58.0,131.2,1451.97
68.51,198,59.3,134.4,1449.85
68.41,198,61.7,137.6,1449.59
68.31,198,60.7,140.8,1449.47
68.22,198,58.4,144.0,1450.24
68.14,197,59.2,147.2,1448.62
68.06,197,62.1,150.4,1448.14
67.99,197,56.6,153.6,1449.27
67.92,197,59.6,156.8,1451.83
67.86,197,59.5,160.0,1451.22
67.81,197,59.1,163.2,1451.43
67.76,197,61.6,166.4,1450.46
67.72,197,60.7,169.6,1447.75
67.68,197,58.9,172.8,1453.94
67.65,197,59.5,176.0,1449.32
67.63,197,58.6,179.2,1451.94
67.61,197,59.9,182.4,1450.53
67.6,197,57.8,185.6,1448.99
67.6,197,60.6,188.8,1455.07
67.6,197,58.4,192.0,1453.98
67.62,197,58.8,195.2,1451.05
67.63,197,56.6,198.4,1451.52
67.66,197,59.8,201.6,1447.96
67.69,197,60.1,204.8,1450.66
67.73,197,64.7,208.0,1452.84
67.77,197,59.3,211.2,1449.23
67.83,197,59.2,214.4,1450.8
67.88,197,60.8,217.6,1450.7
67.95,197,58.5,220.8,1448.62
68.02,197,59.6,224.0,1448.93
68.09,197,60.5,227.2,1451.0
68.17,198,59.6,230.4,1448.41
68.26,198,61.6,233.6,1448.39
68.35,198,59.5,236.8,1450.23
68.44,198,58.8,240.0,1445.87
68.54,198,59.3,243.2,1448.05
68.64,198,60.9,246.4,1451.16
68.75,198,59.1,249.6,1448.69
68.86,198,60.9,252.8,1450.76
68.98,199,59.6,256.0,1448.68
69.1,199,60.9,259.2,1451.35
69.22,199,59.0,262.4,1445.5
69.34,199,58.8,265.6,1451.01
69.46,199,61.1,268.8,1449.06
69.59,199,59.2,272.0,1450.09
69.71,200,59.2,275.2,1452.86
69.84,200,58.3,278.4,1451.79
69.97,200,59.7,281.6,1451.6
70.1,200,59.2,284.8,1451.11
70.23,200,59.8,288.0,1451.16
70.35,200,58.2,291.2,1452.67
70.48,201,62.1,294.4,1449.97
70.6,201,61.6,297.6,1450.8
70.73,201,60.7,300.8,1450.71
70.85,201,59.5,304.0,1451.72
70.97,201,57.3,307.2,1447.57
71.08,201,59.2,310.4,1450.79
71.2,202,59.4,313.6,1451.56
71.31,202,59.6,316.8,1453.37
71.41,202,57.5,320.0,1450.17
71.51,202,59.4,323.2,1450.89
71.61,202,61.6,326.4,1454.47
71.7,202,58.4,329.6,1448.27
71.79,202,60.3,332.8,1452.74
71.87,203,60.0,336.0,1450.92
71.95,203,58.5,339.2,1450.21
72.02,203,60.0,342.4,1451.79
72.09,203,57.4,345.6,1450.52
72.15,203,58.7,348.8,1448.41
72.2,203,60.1,352.0,1451.72
72.25,203,56.9,355.2,1449.89
72.29,203,61.4,358.4,1450.31
72.33,203,58.9,361.6,1451.38
72.35,203,60.3,364.8,1452.18
72.38,203,59.2,368.0,1451.65
72.39,203,58.2,371.2,1450.95
72.4,203,60.3,374.4,1448.86
72.4,203,61.2,377.6,1447.24
72.39,203,60.4,380.8,1449.77
72.38,203,60.3,384.0,1448.17
72.36,203,59.7,387.2,1449.28
72.34,203,60.2,390.4,1451.01
72.3,203,60.8,393.6,1449.29
72.26,203,58.4,396.8,1450.99
72.22,203,58.4,400.0,1452.47
72.17,203,59.1,403.2,1450.79
72.11,203,61.9,406.4,1449.45
72.04,203,59.5,409.6,1453.25
71.97,203,61.4,412.8,1450.71
71.9,203,60.8,416.0,1448.07
71.82,202,60.3,419.2,1450.42
71.73,202,58.4,422.4,1447.65
71.64,202,57.9,425.6,1449.59
71.54,202,60.9,428.8,1451.22
71.44,202,59.8,432.0,1450.14
71.34,202,59.1,435.2,1446.41
71.23,202,60.5,438.4,1448.92
71.12,202,60.1,441.6,1450.37
71.0,201,58.9,444.8,1449.56
70.88,201,59.8,448.0,1447.98
70.76,201,61.8,451.2,1450.37
70.64,201,60.5,454.4,1449.55
70.52,201,59.5,457.6,1448.63
70.39,201,58.4,460.8,1450.01
70.26,200,59.9,464.0,1447.21
70.14,200,58.5,467.2,1448.75
70.01,200,61.3,470.4,1449.49
69.88,200,59.0,473.6,1452.02
69.75,200,60.2,476.8,1448.1
69.62,199,58.2,480.0,1451.66
69.5,199,61.0,483.2,1449.31
69.37,199,60.7,486.4,1448.06
69.25,199,58.8,489.6,1446.86
69.13,199,61.5,492.8,1451.74
69.01,199,58.9,496.0,1448.38
68.9,199,60.1,499.2,1451.29
68.78,198,58.3,502.4,1448.41
68.68,198,58.6,505.6,1451.05
68.57,198,57.8,508.8,1450.85
68.47,198,59.0,512.0,1449.29
68.37,198,58.5,515.2,1445.96
68.28,198,59.9,518.4,1449.25
68.19,198,60.2,521.6,1447.98
68.11,197,60.3,524.8,1445.22
68.04,197,59.9,528.0,1448.67
67.97,197,62.4,531.2,1451.82
67.9,197,59.4,534.4,1447.31
67.84,197,58.7,537.6,1448.15
67.79,197,62.9,540.8,1451.02
67.74,197,58.1,544.0,1447.06
67.7,197,58.8,547.2,1452.03
67.67,197,59.5,550.4,1452.49
67.64,197,58.1,553.6,1448.13
67.62,197,61.6,556.8,1451.96
67.61,197,60.9,560.0,1451.48
67.6,197,56.5,563.2,1451.11
67.6,197,65.2,566.4,1450.35
67.61,197,58.4,569.6,1446.79
67.62,197,57.9,572.8,1449.47
67.64,197,58.8,576.0,1450.54
67.67,197,60.1,579.2,1449.31
67.7,197,58.9,582.4,1449.29
67.74,197,59.3,585.6,1451.03
67.79,197,60.9,588.8,1447.67
67.84,197,59.4,592.0,1450.74
67.9,197,60.8,595.2,1450.57
67.97,197,61.2,598.4,1448.24
68.04,197,58.3,601.6,1451.39
68.12,197,61.0,604.8,1449.6
68.2,198,59.8,608.0,1447.2
68.29,198,58.3,611.2,1447.75
68.38,198,58.6,614.4,1448.97
68.48,198,58.5,617.6,1451.84
68.58,198,60.6,620.8,1448.71
68.68,198,59.0,624.0,1450.9
68.79,198,59.6,627.2,1448.45
68.9,199,60.1,630.4,1449.02
69.02,199,60.0,633.6,1454.78
69.14,199,61.2,636.8,1446.66
69.26,199,60.6,640.0,1449.24
69.38,199,61.0,643.2,1452.87
69.51,199,58.7,646.4,1453.55
69.63,200,60.6,649.6,1449.9
69.76,200,61.6,652.8,1449.98
69.89,200,61.3,656.0,1449.42
70.02,200,60.4,659.2,1451.86
70.14,200,54.6,662.4,1448.92
70.27,200,59.6,665.6,1448.44
70.4,201,57.0,668.8,1454.51
70.52,201,61.0,672.0,1449.8
70.65,201,59.8,675.2,1451.17
70.77,201,59.2,678.4,1448.32
70.89,201,60.5,681.6,1449.66
71.01,201,59.9,684.8,1452.0
71.12,202,62.3,688.0,1448.06
71.23,202,59.5,691.2,1449.43
71.34,202,60.7,694.4,1448.43
71.45,202,58.7,697.6,1447.15
71.55,202,60.6,700.8,1454.58
71.64,202,60.2,704.0,1446.65
71.73,202,60.8,707.2,1449.95
71.82,202,56.7,710.4,1448.34
71.9,203,55.3,713.6,1452.22
71.98,203,59.7,716.8,1450.48
72.05,203,59.6,720.0,1452.18
72.11,203,58.8,723.2,1450.56
72.17,203,59.6,726.4,1448.9
72.22,203,61.5,729.6,1450.76
72.27,203,61.5,732.8,1451.42
72.3,203,60.4,736.0,1451.18
72.34,203,60.3,739.2,1449.45
